"id","name","code","department_id","description"
"503","Gutiérrez","25339","15","Gutiérrez - Cundinamarca"
"504","Jerusalén","25368","15","Jerusalén - Cundinamarca"
"505","Junín","25372","15","Junín - Cundinamarca"
"506","La Calera ","25377","15","La Calera - Cundinamarca"
"507","La Mesa ","25386","15","La Mesa - Cundinamarca"
"508","La Palma ","25394","15","La Palma - Cundinamarca"
"509","La Peña ","25398","15","La Peña - Cundinamarca"
"510","La Vega ","25402","15","La Vega - Cundinamarca"
"511","Lenguazaque","25407","15","Lenguazaque - Cundinamarca"
"512","Machetá","25426","15","Machetá - Cundinamarca"
"513","Madrid","25430","15","Madrid - Cundinamarca"
"514","Manta","25436","15","Manta - Cundinamarca"
"515","Medina","25438","15","Medina - Cundinamarca"
"516","Mosquera","25473","15","Mosquera - Cundinamarca"
"517","Nariño","25483","15","Nariño - Cundinamarca"
"518","Nemocón","25486","15","Nemocón - Cundinamarca"
"519","Nilo","25488","15","Nilo - Cundinamarca"
"520","Nimaima","25489","15","Nimaima - Cundinamarca"
"521","Nocaima","25491","15","Nocaima - Cundinamarca"
"522","Venecia","25506","15","Venecia - Cundinamarca"
"523","Pacho","25513","15","Pacho - Cundinamarca"
"524","Paime","25518","15","Paime - Cundinamarca"
"525","Pandi","25524","15","Pandi - Cundinamarca"
"526","Paratebueno","25530","15","Paratebueno - Cundinamarca"
"527","Pasca","25535","15","Pasca - Cundinamarca"
"528","Puerto Salgar ","25572","15","Puerto Salgar - Cundinamarca"
"529","Pulí","25580","15","Pulí - Cundinamarca"
"530","Quebradanegra","25592","15","Quebradanegra - Cundinamarca"
"531","Quetame","25594","15","Quetame - Cundinamarca"
"532","Quipile","25596","15","Quipile - Cundinamarca"
"533","Apulo","25599","15","Apulo - Cundinamarca"
"534","Ricaurte","25612","15","Ricaurte - Cundinamarca"
"535","San Antonio Del Tequendama","25645","15","San Antonio Del Tequendama - Cundinamarca"
"536","San Bernardo ","25649","15","San Bernardo - Cundinamarca"
"537","San Cayetano ","25653","15","San Cayetano - Cundinamarca"
"538","San Francisco ","25658","15","San Francisco - Cundinamarca"
"539","San Juan De Rioseco","25662","15","San Juan De Rioseco - Cundinamarca"
"540","Sasaima","25718","15","Sasaima - Cundinamarca"
"541","Sesquilé","25736","15","Sesquilé - Cundinamarca"
"542","Sibaté","25740","15","Sibaté - Cundinamarca"
"543","Silvania","25743","15","Silvania - Cundinamarca"
"544","Simijaca","25745","15","Simijaca - Cundinamarca"
"545","Soacha","25754","15","Soacha - Cundinamarca"
"546","Sopó","25758","15","Sopó - Cundinamarca"
"547","Subachoque","25769","15","Subachoque - Cundinamarca"
"548","Suesca","25772","15","Suesca - Cundinamarca"
"549","Supatá","25777","15","Supatá - Cundinamarca"
"550","Susa","25779","15","Susa - Cundinamarca"
"551","Sutatausa","25781","15","Sutatausa - Cundinamarca"
"552","Tabio","25785","15","Tabio - Cundinamarca"
"553","Tausa","25793","15","Tausa - Cundinamarca"
"554","Tena","25797","15","Tena - Cundinamarca"
"555","Tenjo","25799","15","Tenjo - Cundinamarca"
"556","Tibacuy","25805","15","Tibacuy - Cundinamarca"
"557","Tibirita","25807","15","Tibirita - Cundinamarca"
"558","Tocaima","25815","15","Tocaima - Cundinamarca"
"559","Tocancipá","25817","15","Tocancipá - Cundinamarca"
"560","Topaipí","25823","15","Topaipí - Cundinamarca"
"561","Ubalá","25839","15","Ubalá - Cundinamarca"
"562","Ubaque","25841","15","Ubaque - Cundinamarca"
"563","Villa De San Diego De Ubaté","25843","15","Villa De San Diego De Ubaté - Cundinamarca"
"564","Une","25845","15","Une - Cundinamarca"
"565","Útica","25851","15","Útica - Cundinamarca"
"566","Vergara","25862","15","Vergara - Cundinamarca"
"567","Vianí","25867","15","Vianí - Cundinamarca"
"568","Villagómez","25871","15","Villagómez - Cundinamarca"
"569","Villapinzón","25873","15","Villapinzón - Cundinamarca"
"570","Villeta","25875","15","Villeta - Cundinamarca"
"571","Viotá","25878","15","Viotá - Cundinamarca"
"572","Yacopí","25885","15","Yacopí - Cundinamarca"
"573","Zipacón","25898","15","Zipacón - Cundinamarca"
"574","Zipaquirá","25899","15","Zipaquirá - Cundinamarca"
"575","Quibdó","27001","13","Quibdó - Chocó"
"576","Acandí","27006","13","Acandí - Chocó"
"577","Alto Baudó ","27025","13","Alto Baudó - Chocó"
"578","Atrato","27050","13","Atrato - Chocó"
"579","Bagadó","27073","13","Bagadó - Chocó"
"580","Bahía Solano ","27075","13","Bahía Solano - Chocó"
"581","Bajo Baudó ","27077","13","Bajo Baudó - Chocó"
"582","Bojayá","27099","13","Bojayá - Chocó"
"583","El Cantón Del San Pablo ","27135","13","El Cantón Del San Pablo - Chocó"
"584","Carmen Del Darién","27150","13","Carmen Del Darién - Chocó"
"585","Cértegui","27160","13","Cértegui - Chocó"
"586","Condoto","27205","13","Condoto - Chocó"
"587","El Carmen De Atrato","27245","13","El Carmen De Atrato - Chocó"
"588","El Litoral Del San Juan ","27250","13","El Litoral Del San Juan - Chocó"
"589","Istmina","27361","13","Istmina - Chocó"
"590","Juradó","27372","13","Juradó - Chocó"
"591","Lloró","27413","13","Lloró - Chocó"
"592","Medio Atrato ","27425","13","Medio Atrato - Chocó"
"593","Medio Baudó ","27430","13","Medio Baudó - Chocó"
"594","Medio San Juan","27450","13","Medio San Juan - Chocó"
"595","Nóvita","27491","13","Nóvita - Chocó"
"596","Nuquí","27495","13","Nuquí - Chocó"
"597","Río Iró ","27580","13","Río Iró - Chocó"
"598","Río Quito ","27600","13","Río Quito - Chocó"
"599","Riosucio","27615","13","Riosucio - Chocó"
"600","San José Del Palmar","27660","13","San José Del Palmar - Chocó"
"601","Sipí","27745","13","Sipí - Chocó"
"602","Tadó","27787","13","Tadó - Chocó"
"603","Unguía","27800","13","Unguía - Chocó"
"604","Unión Panamericana ","27810","13","Unión Panamericana - Chocó"
"605","Neiva","41001","18","Neiva - Huila"
"606","Acevedo","41006","18","Acevedo - Huila"
"607","Agrado","41013","18","Agrado - Huila"
"608","Aipe","41016","18","Aipe - Huila"
"609","Algeciras","41020","18","Algeciras - Huila"
"610","Altamira","41026","18","Altamira - Huila"
"611","Baraya","41078","18","Baraya - Huila"
"612","Campoalegre","41132","18","Campoalegre - Huila"
"613","Colombia","41206","18","Colombia - Huila"
"614","Elías","41244","18","Elías - Huila"
"615","Garzón","41298","18","Garzón - Huila"
"616","Gigante","41306","18","Gigante - Huila"
"617","Guadalupe","41319","18","Guadalupe - Huila"
"618","Hobo","41349","18","Hobo - Huila"
"619","Íquira","41357","18","Íquira - Huila"
"620","Isnos","41359","18","Isnos - Huila"
"621","La Argentina ","41378","18","La Argentina - Huila"
"622","La Plata ","41396","18","La Plata - Huila"
"623","Nátaga","41483","18","Nátaga - Huila"
"624","Oporapa","41503","18","Oporapa - Huila"
"625","Paicol","41518","18","Paicol - Huila"
"626","Palermo","41524","18","Palermo - Huila"
"627","Palestina","41530","18","Palestina - Huila"
"628","Pital","41548","18","Pital - Huila"
"629","Pitalito","41551","18","Pitalito - Huila"
"630","Rivera","41615","18","Rivera - Huila"
"631","Saladoblanco","41660","18","Saladoblanco - Huila"
"632","San Agustín ","41668","18","San Agustín - Huila"
"633","Santa María ","41676","18","Santa María - Huila"
"634","Suaza","41770","18","Suaza - Huila"
"635","Tarqui","41791","18","Tarqui - Huila"
"636","Tesalia","41797","18","Tesalia - Huila"
"637","Tello","41799","18","Tello - Huila"
"638","Teruel","41801","18","Teruel - Huila"
"639","Timaná","41807","18","Timaná - Huila"
"640","Villavieja","41872","18","Villavieja - Huila"
"641","Yaguará","41885","18","Yaguará - Huila"
"642","Riohacha","44001","19","Riohacha - La Guajira"
"643","Albania","44035","19","Albania - La Guajira"
"644","Barrancas","44078","19","Barrancas - La Guajira"
"645","Dibulla","44090","19","Dibulla - La Guajira"
"646","Distracción","44098","19","Distracción - La Guajira"
"647","El Molino ","44110","19","El Molino - La Guajira"
"648","Fonseca","44279","19","Fonseca - La Guajira"
"649","Hatonuevo","44378","19","Hatonuevo - La Guajira"
"650","La Jagua Del Pilar","44420","19","La Jagua Del Pilar - La Guajira"
"651","Maicao","44430","19","Maicao - La Guajira"
"652","Manaure","44560","19","Manaure - La Guajira"
"653","San Juan Del Cesar","44650","19","San Juan Del Cesar - La Guajira"
"654","Uribia","44847","19","Uribia - La Guajira"
"655","Urumita","44855","19","Urumita - La Guajira"
"656","Villanueva","44874","19","Villanueva - La Guajira"
"657","Santa Marta ","47001","20","Santa Marta - Magdalena"
"658","Algarrobo","47030","20","Algarrobo - Magdalena"
"659","Aracataca","47053","20","Aracataca - Magdalena"
"660","Ariguaní","47058","20","Ariguaní - Magdalena"
"661","Cerro De San Antonio","47161","20","Cerro De San Antonio - Magdalena"
"662","Chivolo","47170","20","Chivolo - Magdalena"
"663","Ciénaga","47189","20","Ciénaga - Magdalena"
"664","Concordia","47205","20","Concordia - Magdalena"
"665","El Banco ","47245","20","El Banco - Magdalena"
"666","El Piñón ","47258","20","El Piñón - Magdalena"
"667","El Retén ","47268","20","El Retén - Magdalena"
"668","Fundación","47288","20","Fundación - Magdalena"
"669","Guamal","47318","20","Guamal - Magdalena"
"670","Nueva Granada ","47460","20","Nueva Granada - Magdalena"
"671","Pedraza","47541","20","Pedraza - Magdalena"
"672","Pijiño Del Carmen","47545","20","Pijiño Del Carmen - Magdalena"
"673","Pivijay","47551","20","Pivijay - Magdalena"
"674","Plato","47555","20","Plato - Magdalena"
"675","Puebloviejo","47570","20","Puebloviejo - Magdalena"
"676","Remolino","47605","20","Remolino - Magdalena"
"677","Sabanas De San Ángel","47660","20","Sabanas De San Ángel - Magdalena"
"678","Salamina","47675","20","Salamina - Magdalena"
"679","San Sebastián De Buenavista","47692","20","San Sebastián De Buenavista - Magdalena"
"680","San Zenón ","47703","20","San Zenón - Magdalena"
"681","Santa Ana ","47707","20","Santa Ana - Magdalena"
"682","Santa Bárbara De Pinto","47720","20","Santa Bárbara De Pinto - Magdalena"
"683","Sitionuevo","47745","20","Sitionuevo - Magdalena"
"684","Tenerife","47798","20","Tenerife - Magdalena"
"685","Zapayán","47960","20","Zapayán - Magdalena"
"686","Zona Bananera ","47980","20","Zona Bananera - Magdalena"
"687","Villavicencio","50001","21","Villavicencio - Meta"
"688","Acacías","50006","21","Acacías - Meta"
"689","Barranca De Upía","50110","21","Barranca De Upía - Meta"
"690","Cabuyaro","50124","21","Cabuyaro - Meta"
"691","Castilla La Nueva","50150","21","Castilla La Nueva - Meta"
"692","Cubarral","50223","21","Cubarral - Meta"
"693","Cumaral","50226","21","Cumaral - Meta"
"694","El Calvario ","50245","21","El Calvario - Meta"
"695","El Castillo ","50251","21","El Castillo - Meta"
"696","El Dorado ","50270","21","El Dorado - Meta"
"697","Fuente De Oro","50287","21","Fuente De Oro - Meta"
"698","Granada","50313","21","Granada - Meta"
"699","Guamal","50318","21","Guamal - Meta"
"700","Mapiripán","50325","21","Mapiripán - Meta"
"701","Mesetas","50330","21","Mesetas - Meta"
"702","La Macarena ","50350","21","La Macarena - Meta"
"703","Uribe","50370","21","Uribe - Meta"
"704","Lejanías","50400","21","Lejanías - Meta"
"705","Puerto Concordia ","50450","21","Puerto Concordia - Meta"
"706","Puerto Gaitán ","50568","21","Puerto Gaitán - Meta"
"707","Puerto López ","50573","21","Puerto López - Meta"
"708","Puerto Lleras ","50577","21","Puerto Lleras - Meta"
"709","Puerto Rico ","50590","21","Puerto Rico - Meta"
"710","Restrepo","50606","21","Restrepo - Meta"
"711","San Carlos De Guaroa","50680","21","San Carlos De Guaroa - Meta"
"712","San Juan De Arama","50683","21","San Juan De Arama - Meta"
"713","San Juanito ","50686","21","San Juanito - Meta"
"714","San Martín ","50689","21","San Martín - Meta"
"715","Vistahermosa","50711","21","Vistahermosa - Meta"
"716","Pasto","52001","22","Pasto - Nariño"
"717","Albán","52019","22","Albán - Nariño"
"718","Aldana","52022","22","Aldana - Nariño"
"719","Ancuyá","52036","22","Ancuyá - Nariño"
"720","Arboleda","52051","22","Arboleda - Nariño"
"721","Barbacoas","52079","22","Barbacoas - Nariño"
"722","Belén","52083","22","Belén - Nariño"
"723","Buesaco","52110","22","Buesaco - Nariño"
"724","Colón","52203","22","Colón - Nariño"
"725","Consacá","52207","22","Consacá - Nariño"
"726","Contadero","52210","22","Contadero - Nariño"
"727","Córdoba","52215","22","Córdoba - Nariño"
"728","Cuaspúd","52224","22","Cuaspúd - Nariño"
"729","Cumbal","52227","22","Cumbal - Nariño"
"730","Cumbitara","52233","22","Cumbitara - Nariño"
"731","Chachagüí","52240","22","Chachagüí - Nariño"
"732","El Charco ","52250","22","El Charco - Nariño"
"733","El Peñol ","52254","22","El Peñol - Nariño"
"734","El Rosario ","52256","22","El Rosario - Nariño"
"735","El Tablón De Gómez","52258","22","El Tablón De Gómez - Nariño"
"736","El Tambo ","52260","22","El Tambo - Nariño"
"737","Funes","52287","22","Funes - Nariño"
"738","Guachucal","52317","22","Guachucal - Nariño"
"739","Guaitarilla","52320","22","Guaitarilla - Nariño"
"740","Gualmatán","52323","22","Gualmatán - Nariño"
"741","Iles","52352","22","Iles - Nariño"
"742","Imués","52354","22","Imués - Nariño"
"743","Ipiales","52356","22","Ipiales - Nariño"
"744","La Cruz ","52378","22","La Cruz - Nariño"
"745","La Florida ","52381","22","La Florida - Nariño"
"746","La Llanada ","52385","22","La Llanada - Nariño"
"747","La Tola ","52390","22","La Tola - Nariño"
"748","La Unión ","52399","22","La Unión - Nariño"
"749","Leiva","52405","22","Leiva - Nariño"
"750","Linares","52411","22","Linares - Nariño"
"751","Los Andes ","52418","22","Los Andes - Nariño"
"752","Magüí","52427","22","Magüí - Nariño"
"753","Mallama","52435","22","Mallama - Nariño"
"754","Mosquera","52473","22","Mosquera - Nariño"
"755","Nariño","52480","22","Nariño - Nariño"
"756","Olaya Herrera ","52490","22","Olaya Herrera - Nariño"
"757","Ospina","52506","22","Ospina - Nariño"
"758","Francisco Pizarro ","52520","22","Francisco Pizarro - Nariño"
"759","Policarpa","52540","22","Policarpa - Nariño"
"760","Potosí","52560","22","Potosí - Nariño"
"761","Providencia","52565","22","Providencia - Nariño"
"762","Puerres","52573","22","Puerres - Nariño"
"763","Pupiales","52585","22","Pupiales - Nariño"
"764","Ricaurte","52612","22","Ricaurte - Nariño"
"765","Roberto Payán ","52621","22","Roberto Payán - Nariño"
"766","Samaniego","52678","22","Samaniego - Nariño"
"767","Sandoná","52683","22","Sandoná - Nariño"
"768","San Bernardo ","52685","22","San Bernardo - Nariño"
"769","San Lorenzo ","52687","22","San Lorenzo - Nariño"
"770","San Pablo ","52693","22","San Pablo - Nariño"
"771","San Pedro De Cartago","52694","22","San Pedro De Cartago - Nariño"
"772","Santa Bárbara ","52696","22","Santa Bárbara - Nariño"
"773","Santacruz","52699","22","Santacruz - Nariño"
"774","Sapuyes","52720","22","Sapuyes - Nariño"
"775","Taminango","52786","22","Taminango - Nariño"
"776","Tangua","52788","22","Tangua - Nariño"
"777","San Andrés De Tumaco","52835","22","San Andrés De Tumaco - Nariño"
"778","Túquerres","52838","22","Túquerres - Nariño"
"779","Yacuanquer","52885","22","Yacuanquer - Nariño"
"780","San José De Cúcuta","54001","23","San José De Cúcuta - Norte de Santander"
"781","Ábrego","54003","23","Ábrego - Norte de Santander"
"782","Arboledas","54051","23","Arboledas - Norte de Santander"
"783","Bochalema","54099","23","Bochalema - Norte de Santander"
"784","Bucarasica","54109","23","Bucarasica - Norte de Santander"
"785","Cácota","54125","23","Cácota - Norte de Santander"
"786","Cáchira","54128","23","Cáchira - Norte de Santander"
"787","Chinácota","54172","23","Chinácota - Norte de Santander"
"788","Chitagá","54174","23","Chitagá - Norte de Santander"
"789","Convención","54206","23","Convención - Norte de Santander"
"790","Cucutilla","54223","23","Cucutilla - Norte de Santander"
"791","Durania","54239","23","Durania - Norte de Santander"
"792","El Carmen ","54245","23","El Carmen - Norte de Santander"
"793","El Tarra ","54250","23","El Tarra - Norte de Santander"
"794","El Zulia ","54261","23","El Zulia - Norte de Santander"
"795","Gramalote","54313","23","Gramalote - Norte de Santander"
"796","Hacarí","54344","23","Hacarí - Norte de Santander"
"797","Herrán","54347","23","Herrán - Norte de Santander"
"798","Labateca","54377","23","Labateca - Norte de Santander"
"799","La Esperanza ","54385","23","La Esperanza - Norte de Santander"
"800","La Playa ","54398","23","La Playa - Norte de Santander"
"801","Los Patios ","54405","23","Los Patios - Norte de Santander"
"802","Lourdes","54418","23","Lourdes - Norte de Santander"
"803","Mutiscua","54480","23","Mutiscua - Norte de Santander"
"804","Ocaña","54498","23","Ocaña - Norte de Santander"
"805","Pamplona","54518","23","Pamplona - Norte de Santander"
"806","Pamplonita","54520","23","Pamplonita - Norte de Santander"
"807","Puerto Santander ","54553","23","Puerto Santander - Norte de Santander"
"808","Ragonvalia","54599","23","Ragonvalia - Norte de Santander"
"809","Salazar","54660","23","Salazar - Norte de Santander"
"810","San Calixto ","54670","23","San Calixto - Norte de Santander"
"811","San Cayetano ","54673","23","San Cayetano - Norte de Santander"
"812","Santiago","54680","23","Santiago - Norte de Santander"
"813","Sardinata","54720","23","Sardinata - Norte de Santander"
"814","Silos","54743","23","Silos - Norte de Santander"
"815","Teorama","54800","23","Teorama - Norte de Santander"
"816","Tibú","54810","23","Tibú - Norte de Santander"
"817","Toledo","54820","23","Toledo - Norte de Santander"
"818","Villa Caro ","54871","23","Villa Caro - Norte de Santander"
"819","Villa Del Rosario","54874","23","Villa Del Rosario - Norte de Santander"
"820","Armenia","63001","25","Armenia - Quindío"
"821","Buenavista","63111","25","Buenavista - Quindío"
"822","Calarcá","63130","25","Calarcá - Quindío"
"823","Circasia","63190","25","Circasia - Quindío"
"824","Córdoba","63212","25","Córdoba - Quindío"
"825","Filandia","63272","25","Filandia - Quindío"
"826","Génova","63302","25","Génova - Quindío"
"827","La Tebaida ","63401","25","La Tebaida - Quindío"
"828","Montenegro","63470","25","Montenegro - Quindío"
"829","Pijao","63548","25","Pijao - Quindío"
"830","Quimbaya","63594","25","Quimbaya - Quindío"
"831","Salento","63690","25","Salento - Quindío"
"832","Pereira","66001","26","Pereira - Risaralda"
"833","Apía","66045","26","Apía - Risaralda"
"834","Balboa","66075","26","Balboa - Risaralda"
"835","Belén De Umbría","66088","26","Belén De Umbría - Risaralda"
"836","Dosquebradas","66170","26","Dosquebradas - Risaralda"
"837","Guática","66318","26","Guática - Risaralda"
"838","La Celia ","66383","26","La Celia - Risaralda"
"839","La Virginia ","66400","26","La Virginia - Risaralda"
"840","Marsella","66440","26","Marsella - Risaralda"
"841","Mistrató","66456","26","Mistrató - Risaralda"
"842","Pueblo Rico ","66572","26","Pueblo Rico - Risaralda"
"843","Quinchía","66594","26","Quinchía - Risaralda"
"844","Santa Rosa De Cabal","66682","26","Santa Rosa De Cabal - Risaralda"
"845","Santuario","66687","26","Santuario - Risaralda"
"846","Bucaramanga","68001","28","Bucaramanga - Santander"
"847","Aguada","68013","28","Aguada - Santander"
"848","Albania","68020","28","Albania - Santander"
"849","Aratoca","68051","28","Aratoca - Santander"
"850","Barbosa","68077","28","Barbosa - Santander"
"851","Barichara","68079","28","Barichara - Santander"
"852","Barrancabermeja","68081","28","Barrancabermeja - Santander"
"853","Betulia","68092","28","Betulia - Santander"
"854","Bolívar","68101","28","Bolívar - Santander"
"855","Cabrera","68121","28","Cabrera - Santander"
"856","California","68132","28","California - Santander"
"857","Capitanejo","68147","28","Capitanejo - Santander"
"858","Carcasí","68152","28","Carcasí - Santander"
"859","Cepitá","68160","28","Cepitá - Santander"
"860","Cerrito","68162","28","Cerrito - Santander"
"861","Charalá","68167","28","Charalá - Santander"
"862","Charta","68169","28","Charta - Santander"
"863","Chima","68176","28","Chima - Santander"
"864","Chipatá","68179","28","Chipatá - Santander"
"865","Cimitarra","68190","28","Cimitarra - Santander"
"866","Concepción","68207","28","Concepción - Santander"
"867","Confines","68209","28","Confines - Santander"
"868","Contratación","68211","28","Contratación - Santander"
"869","Coromoro","68217","28","Coromoro - Santander"
"870","Curití","68229","28","Curití - Santander"
"871","El Carmen De Chucurí","68235","28","El Carmen De Chucurí - Santander"
"872","El Guacamayo ","68245","28","El Guacamayo - Santander"
"873","El Peñón ","68250","28","El Peñón - Santander"
"874","El Playón ","68255","28","El Playón - Santander"
"875","Encino","68264","28","Encino - Santander"
"876","Enciso","68266","28","Enciso - Santander"
"877","Florián","68271","28","Florián - Santander"
"878","Floridablanca","68276","28","Floridablanca - Santander"
"879","Galán","68296","28","Galán - Santander"
"880","Gámbita","68298","28","Gámbita - Santander"
"881","Girón","68307","28","Girón - Santander"
"882","Guaca","68318","28","Guaca - Santander"
"883","Guadalupe","68320","28","Guadalupe - Santander"
"884","Guapotá","68322","28","Guapotá - Santander"
"885","Guavatá","68324","28","Guavatá - Santander"
"886","Güepsa","68327","28","Güepsa - Santander"
"887","Hato","68344","28","Hato - Santander"
"888","Jesús María ","68368","28","Jesús María - Santander"
"889","Jordán","68370","28","Jordán - Santander"
"890","La Belleza ","68377","28","La Belleza - Santander"
"891","Landázuri","68385","28","Landázuri - Santander"
"892","La Paz ","68397","28","La Paz - Santander"
"893","Lebrija","68406","28","Lebrija - Santander"
"894","Los Santos ","68418","28","Los Santos - Santander"
"895","Macaravita","68425","28","Macaravita - Santander"
"896","Málaga","68432","28","Málaga - Santander"
"897","Matanza","68444","28","Matanza - Santander"
"898","Mogotes","68464","28","Mogotes - Santander"
"899","Molagavita","68468","28","Molagavita - Santander"
"900","Ocamonte","68498","28","Ocamonte - Santander"
"901","Oiba","68500","28","Oiba - Santander"
"902","Onzaga","68502","28","Onzaga - Santander"
"903","Palmar","68522","28","Palmar - Santander"
"904","Palmas Del Socorro","68524","28","Palmas Del Socorro - Santander"
"905","Páramo","68533","28","Páramo - Santander"
"906","Piedecuesta","68547","28","Piedecuesta - Santander"
"907","Pinchote","68549","28","Pinchote - Santander"
"908","Puente Nacional ","68572","28","Puente Nacional - Santander"
"909","Puerto Parra ","68573","28","Puerto Parra - Santander"
"910","Puerto Wilches ","68575","28","Puerto Wilches - Santander"
"911","Rionegro","68615","28","Rionegro - Santander"
"912","Sabana De Torres","68655","28","Sabana De Torres - Santander"
"913","San Andrés ","68669","28","San Andrés - Santander"
"914","San Benito ","68673","28","San Benito - Santander"
"915","San Gil ","68679","28","San Gil - Santander"
"916","San Joaquín ","68682","28","San Joaquín - Santander"
"917","San José De Miranda","68684","28","San José De Miranda - Santander"
"918","San Miguel ","68686","28","San Miguel - Santander"
"919","San Vicente De Chucurí","68689","28","San Vicente De Chucurí - Santander"
"920","Santa Bárbara ","68705","28","Santa Bárbara - Santander"
"921","Santa Helena Del Opón","68720","28","Santa Helena Del Opón - Santander"
"922","Simacota","68745","28","Simacota - Santander"
"923","Socorro","68755","28","Socorro - Santander"
"924","Suaita","68770","28","Suaita - Santander"
"925","Sucre","68773","28","Sucre - Santander"
"926","Suratá","68780","28","Suratá - Santander"
"927","Tona","68820","28","Tona - Santander"
"928","Valle De San José","68855","28","Valle De San José - Santander"
"929","Vélez","68861","28","Vélez - Santander"
"930","Vetas","68867","28","Vetas - Santander"
"931","Villanueva","68872","28","Villanueva - Santander"
"932","Zapatoca","68895","28","Zapatoca - Santander"
"933","Sincelejo","70001","29","Sincelejo - Sucre"
"934","Buenavista","70110","29","Buenavista - Sucre"
"935","Caimito","70124","29","Caimito - Sucre"
"936","Colosó","70204","29","Colosó - Sucre"
"937","Corozal","70215","29","Corozal - Sucre"
"938","Coveñas","70221","29","Coveñas - Sucre"
"939","Chalán","70230","29","Chalán - Sucre"
"940","El Roble ","70233","29","El Roble - Sucre"
"941","Galeras","70235","29","Galeras - Sucre"
"942","Guaranda","70265","29","Guaranda - Sucre"
"943","La Unión ","70400","29","La Unión - Sucre"
"944","Los Palmitos ","70418","29","Los Palmitos - Sucre"
"945","Majagual","70429","29","Majagual - Sucre"
"946","Morroa","70473","29","Morroa - Sucre"
"947","Ovejas","70508","29","Ovejas - Sucre"
"948","Palmito","70523","29","Palmito - Sucre"
"949","Sampués","70670","29","Sampués - Sucre"
"950","San Benito Abad","70678","29","San Benito Abad - Sucre"
"951","San Juan De Betulia","70702","29","San Juan De Betulia - Sucre"
"952","San Marcos ","70708","29","San Marcos - Sucre"
"953","San Onofre ","70713","29","San Onofre - Sucre"
"954","San Pedro ","70717","29","San Pedro - Sucre"
"955","San Luis De Sincé","70742","29","San Luis De Sincé - Sucre"
"956","Sucre","70771","29","Sucre - Sucre"
"957","Santiago De Tolú","70820","29","Santiago De Tolú - Sucre"
"958","Tolú Viejo ","70823","29","Tolú Viejo - Sucre"
"959","Ibagué","73001","30","Ibagué - Tolima"
"960","Alpujarra","73024","30","Alpujarra - Tolima"
"961","Alvarado","73026","30","Alvarado - Tolima"
"962","Ambalema","73030","30","Ambalema - Tolima"
"963","Anzoátegui","73043","30","Anzoátegui - Tolima"
"964","Armero","73055","30","Armero - Tolima"
"965","Ataco","73067","30","Ataco - Tolima"
"966","Cajamarca","73124","30","Cajamarca - Tolima"
"967","Carmen De Apicalá","73148","30","Carmen De Apicalá - Tolima"
"968","Casabianca","73152","30","Casabianca - Tolima"
"969","Chaparral","73168","30","Chaparral - Tolima"
"970","Coello","73200","30","Coello - Tolima"
"971","Coyaima","73217","30","Coyaima - Tolima"
"972","Cunday","73226","30","Cunday - Tolima"
"973","Dolores","73236","30","Dolores - Tolima"
"974","Espinal","73268","30","Espinal - Tolima"
"975","Falan","73270","30","Falan - Tolima"
"976","Flandes","73275","30","Flandes - Tolima"
"977","Fresno","73283","30","Fresno - Tolima"
"978","Guamo","73319","30","Guamo - Tolima"
"979","Herveo","73347","30","Herveo - Tolima"
"980","Honda","73349","30","Honda - Tolima"
"981","Icononzo","73352","30","Icononzo - Tolima"
"982","Lérida","73408","30","Lérida - Tolima"
"983","Líbano","73411","30","Líbano - Tolima"
"984","San Sebastián De Mariquita","73443","30","San Sebastián De Mariquita - Tolima"
"985","Melgar","73449","30","Melgar - Tolima"
"986","Murillo","73461","30","Murillo - Tolima"
"987","Natagaima","73483","30","Natagaima - Tolima"
"988","Ortega","73504","30","Ortega - Tolima"
"989","Palocabildo","73520","30","Palocabildo - Tolima"
"990","Piedras","73547","30","Piedras - Tolima"
"991","Planadas","73555","30","Planadas - Tolima"
"992","Prado","73563","30","Prado - Tolima"
"993","Purificación","73585","30","Purificación - Tolima"
"994","Rioblanco","73616","30","Rioblanco - Tolima"
"995","Roncesvalles","73622","30","Roncesvalles - Tolima"
"996","Rovira","73624","30","Rovira - Tolima"
"997","Saldaña","73671","30","Saldaña - Tolima"
"998","San Antonio ","73675","30","San Antonio - Tolima"
"999","San Luis ","73678","30","San Luis - Tolima"
"1000","Santa Isabel ","73686","30","Santa Isabel - Tolima"
"1001","Suárez","73770","30","Suárez - Tolima"
"1002","Valle De San Juan","73854","30","Valle De San Juan - Tolima"
"1003","Venadillo","73861","30","Venadillo - Tolima"
"1004","Villahermosa","73870","30","Villahermosa - Tolima"
"1005","Villarrica","73873","30","Villarrica - Tolima"
"1006","Cali","76001","31","Cali - Valle del Cauca"
"1007","Alcalá","76020","31","Alcalá - Valle del Cauca"
"1008","Andalucía","76036","31","Andalucía - Valle del Cauca"
"1009","Ansermanuevo","76041","31","Ansermanuevo - Valle del Cauca"
"1010","Argelia","76054","31","Argelia - Valle del Cauca"
"1011","Bolívar","76100","31","Bolívar - Valle del Cauca"
"1012","Buenaventura","76109","31","Buenaventura - Valle del Cauca"
"1013","Guadalajara De Buga","76111","31","Guadalajara De Buga - Valle del Cauca"
"1014","Bugalagrande","76113","31","Bugalagrande - Valle del Cauca"
"1015","Caicedonia","76122","31","Caicedonia - Valle del Cauca"
